Name,Position,School ▲,HT,WT,Hands,Arms,Wingspan,40,Bench,3-Cone,Shuttle,Vertical,Broad
Brandon Drayton,S,Marshall,6014.0,197.0,0900,3378,8118,4.64,14,7.00,4.39,35.5,1005
Nazeeh Johnson,S,Marshall,5102.0,199.0,0900,3038,7178,4.38,16,6.97,4.29,42.0,1009
Andrew Sanders,K,Marshall,6007.0,205.0,0878,2928,7328,--,--,--,--,--,--
Jefferson Fritz,S,Mary Hardin-Baylor,,,,,,4.56,26,6.90,--,40.0,1005
Tayon Fleet-Davis,RB,Maryland,6001.0,213.0,1028,3038,7600,4.73,15,7.14,4.38,35.0,0911
Chigoziem Okonkwo,TE,Maryland,6024.0,243.0,0968,3268,7818,--,13,7.19,4.45,--,0909
Sam Okuayinonu,IDL,Maryland,6010.0,269.0,0928,3328,7700,4.77,31,7.48,4.58,35.5,1003
Lawtez Rogers,EDGE,Maryland,6037.0,261.0,0900,3328,8218,5.11,19,7.84,4.84,28.5,0809
Nick Cross,S,Maryland,6001.0,215.0,0900,3158,7600,--,21,6.85,4.21,--,--
Jordan Mosley,S,Maryland,6000.0,201.0,0868,3038,7458,4.70,16,6.95,4.31,34.0,1003
Joseph Petrino,K,Maryland,5115.0,181.0,--,--,--,--,--,--,--,--,--
Jamal Pettigrew,TE,McNeese State,6064.0,244.0,1028,3368,8028,,,,,36.5,0909
Calvin Austin III,WR,Memphis,5076.0,170.0,0928,3000,7300,--,11,--,--,--,--
Sean Dykes,TE,Memphis,6001.0,234.0,0958,3118,7728,4.70,20,7.57,4.64,34.5,1000
Dylan Parham,IOL,Memphis,6025.0,313.0,1028,3318,8018,--,25,--,--,--,--
John Tate IV,IDL,Memphis,6033.0,279.0,0938,3228,8068,5.38,18,7.64,4.88,24.0,0804
Keith Brown Jr.,LB,Memphis,6005.0,238.0,1000,3038,7638,5.10,13,7.06,4.49,29.0,0811
Thomas Pickens,LB,Memphis,6000.0,215.0,0948,3078,7378,4.72,14,7.31,4.56,29.5,0908
JJ Russell,LB,Memphis,6003.0,227.0,1038,3300,7778,4.70,26,7.27,4.53,36.0,0910
Jacobi Francis,CB,Memphis,5095.0,191.0,0858,3058,7448,4.52,13,7.06,4.18,36.5,1002
Preston Brady,LS,Memphis,5115.0,235.0,0928,3018,7178,--,17,--,--,--,--
Jason Poe,IOL,Mercer,6005.0,300.0,1068,3200,7828,4.95,34,7.52,4.52,31.5,0903
Alvin Ward Jr.,EDGE,Mercer,6032.0,238.0,0938,3338,8038,4.81,20,7.46,4.56,32.5,0906
Chawntez Moss,RB,Mercyhurst,5106.0,199.0,0868,,7600,4.61,14,--,4.61,38.0,1005
Westin Elliott,QB,Merrimack,6043.0,220.0,0978,3248,7678,4.88,--,7.09,4.40,29.5,0900
D'Eriq King,QB,Miami,,,,,,4.65,--,7.28,,--,--
Cam'Ron Harris,RB,Miami,,,,,,--,23,--,,--,--
Mike Harley,WR,Miami,5100,179,,,7348,4.46,16,7.05,,35.5,1002
Charleston Rambo,WR,Miami,,,,,,4.53,--,7.00,,33.5,0910
Jarrid Williams,OT,Miami,,,,,,5.19,9,7.80,,31.0,0809
Navaughn Donaldson,IOL,Miami,,,,,,5.69,15,--,,21.0,0709
Jonathan Ford,IDL,Miami,,,,,,5.45,24,--,,29.0,--
Deandre Johnson,EDGE,Miami,,,,,,4.83,20,7.62,,33.0,0906
Zach McCloud,EDGE,Miami,,,,,,4.66,17,7.30,,33.5,0910
Bubba Bolden,S,Miami,,,,,,--,15,7.12,,--,0910
Amari Carter,S,Miami,,,,,,4.65,14,7.18,,39.5,1100
Jack Sorenson,WR,Miami (OH),6002,189,0900,3068,7438,4.71,6,6.89,4.40,31.0,0906
Ben Kimpler,EDGE,Miami (OH),6054,248,0928,3248,7858,5.05,10,--,4.71,33.0,0905
Dominique Robinson,EDGE,Miami (OH),6051,252,0968,3328,8300,--,--,7.19,4.19,--,--
Cedric Boswell,CB,Miami (OH),5103,185,0838,3048,7338,4.58,13,6.87,4.38,29.0,0909
Mike Brown,S,Miami (OH),6005,218,0958,3148,7678,4.59,18,7.00,4.34,33.0,1003
Sterling Weatherford,S,Miami (OH),6040,224,0858,3200,7618,4.60,21,6.93,4.33,36.0,0909
Hassan Haskins,RB,Michigan,6017,227,0928,3200,7628,--,--,--,--,--,--
Daylen Baldwin,WR,Michigan,6017,218,0948,3168,7800,4.71,16,--,4.44,34.5,1000
Andrew Stueber,OT,Michigan,6065,323,1000,3418,8238,--,18,--,--,--,--
Christopher Hinton,IDL,Michigan,6035,304,1048,3238,7900,--,25,7.90,4.85,--,--
Donovan Jeter,IDL,Michigan,6031,310,1048,3338,8358,5.15,26,7.80,4.88,31.0,0808
Elijah Pierre,IDL,Michigan,6000,274,0858,3128,7718,5.41,20,7.77,4.67,25.5,0807
Aidan Hutchinson,EDGE,Michigan,6065,268,1028,3218,7818,--,28,--,--,--,--
David Ojabo,EDGE,Michigan,6040,252,0900,3348,8068,--,--,--,--,--,--
Josh Ross,LB,Michigan,6006,225,0968,3048,7478,4.89,17,7.65,4.60,33.5,--
Vincent Gray,CB,Michigan,6020,195,0928,3248,7838,4.65,--,--,--,34.0,1002
Brad Hawkins,S,Michigan,6004,207,0938,3118,7478,4.57,20,7.10,4.34,37.0,1001
Daxton Hill,S,Michigan,6002,191,0938,3248,7968,--,--,--,--,37.0,1002
Anthony Russo,QB,Michigan State,6030,239,0938,3148,7658,4.95,--,7.51,4.57,31.5,0810
Kenneth Walker III,RB,Michigan State,5092,209,0928,3068,7348,--,--,--,--,--,--
Connor Heyward,FB,Michigan State,5111,237,0968,3168,7728,--,18,--,--,--,--
Jalen Nailor,WR,Michigan State,5112,192,0918,3028,7368,--,14,--,--,--,--
AJ Arcuri,OT,Michigan State,6070,308,1078,3378,8338,5.48,27,7.75,4.75,33.5,0900
Matt Allen,IOL,Michigan State,6023,303,1028,3248,7978,5.70,18,8.19,4.94,24.0,0710
Blake Bueter,IOL,Michigan State,6037,309,0900,3258,7818,5.56,20,8.24,--,29.5,0810
Luke Campbell,IOL,Michigan State,--,--,--,--,--,--,21,--,--,--,--
Kevin Jarvis,IOL,Michigan State,6051,317,1028,3228,7768,5.27,21,7.71,4.72,26.5,0802
Drew Beesley,EDGE,Michigan State,6020,251,0928,3058,7278,4.93,30,7.53,4.72,28.0,0802
Drew Jordan,EDGE,Michigan State,6015,255,1018,3278,7958,4.70,--,7.75,4.50,31.0,0911
Jacub Panasiuk,EDGE,Michigan State,6033,253,0958,3278,7600,--,17,7.53,4.44,33.0,0904
Noah Harvey,LB,Michigan State,6031,230,0928,3100,7500,4.60,25,7.19,4.40,34.5,0909
Matt Coghlin,K,Michigan State,5092,191,0928,2858,6948,--,--,--,--,--,--
Cody Waddell,P,Michigan State,5110,209,--,--,--,--,--,--,--,--,--
Nate LaJoie,IDL,Michigan Tech,6020,265,0958,3048,7548,5.65,--,7.92,4.65,31.0,0710
Colinje Wilridge,RB,MidAmerica Nazarene,5087,187,0938,2958,7018,4.90,14,7.25,4.56,--,0902
Brad Anderson,RB,Middle Tennessee,5056,165,0828,2758,6848,4.62,--,7.60,4.49,34.5,0909
Martell Pettaway,RB,Middle Tennessee,5085,204,0938,3000,7178,4.66,--,7.21,4.59,27.0,0901
Amir Rasul,RB,Middle Tennessee,5105,204,0948,3158,7700,4.62,--,7.41,4.40,30.0,0911
Jarrin Pierce,WR,Middle Tennessee,5096,184,0948,3000,7468,4.84,10,7.20,4.22,28.5,0901
CJ Windham,WR,Middle Tennessee,6017.0,220.0,968.0,3248.0,8048.0,4.71,14,7.40,4.31,33.0,1001
Jimmy Marshall,TE,Middle Tennessee,6041.0,232.0,928.0,3348.0,8138.0,4.67,--,7.26,4.60,30.0,0901
Netori Johnson,IOL,Middle Tennessee,6026.0,324.0,1038.0,3278.0,8158.0,5.49,--,7.82,5.11,22.5,0804
Eric Magwood,IOL,Middle Tennessee,6034.0,295.0,958.0,3348.0,7800.0,5.49,18,7.69,4.88,23.0,0710
Rakavian Poydras,IDL,Middle Tennessee,6005.0,308.0,900.0,3300.0,8118.0,5.39,22,8.26,4.88,24.5,0805
DQ Thomas,LB,Middle Tennessee,6015.0,226.0,1000.0,3268.0,7958.0,4.67,24,7.15,4.27,35.0,1001
Reed Blankenship,S,Middle Tennessee,6006.0,203.0,938.0,3158.0,7628.0,4.55,15,7.09,4.22,33.5,1001
Kingston Davis,RB,Miles,5112.0,235.0,948.0,3178.0,7558.0,4.53,23,7.29,4.38,32.5,1004
Montavious Tinch,TE,Miles,6020.0,260.0,958.0,3158.0,7748.0,5.00,12,8.19,5.15,--,0809
Jaylun Thomas,EDGE,Miles,5107.0,247.0,968.0,3118.0,7658.0,5.01,12,8.09,4.97,29.5,0907
Trey Giles,CB,Miles,5102.0,174.0,928.0,3158.0,7638.0,4.73,11,7.80,4.60,34.5,0907
Ko Kieft,TE,Minnesota,6043.0,259.0,948.0,3300.0,7968.0,4.98,21,7.07,4.53,32.0,0903
Daniel Faalele,OT,Minnesota,6081.0,390.0,1128.0,3518.0,8600.0,5.60,--,8.47,5.06,29.5,0710
Blaise Andries,IOL,Minnesota,6062.0,311.0,978.0,3400.0,8100.0,--,--,--,--,--,--
Sam Schlueter,IOL,Minnesota,6060.0,309.0,1018.0,3400.0,8048.0,5.50,21,7.72,4.89,29.0,0807
Micah Dew-Treadway,IDL,Minnesota,6040.0,308.0,968.0,3158.0,7918.0,5.29,25,7.72,4.92,24.0,0806
Nyles Pinckney,IDL,Minnesota,6011.0,286.0,1000.0,3238.0,7758.0,5.20,--,7.89,4.98,23.0,0805
Boye Mafe,EDGE,Minnesota,6036.0,257.0,1000.0,3318.0,8148.0,--,21,7.24,4.46,41.5,--
Esezi Otomewo,EDGE,Minnesota,6053.0,284.0,938.0,3478.0,8138.0,--,--,--,--,--,--
Jack Gibbens,LB,Minnesota,6032.0,242.0,938.0,3278.0,7828.0,4.82,14,7.02,4.20,34.0,0909
Coney Durr,CB,Minnesota,5092.0,194.0,928.0,3028.0,7348.0,4.66,13,7.14,4.25,35.0,0907
Justus Harris,CB,Minnesota,5084.0,184.0,900.0,3068.0,7248.0,4.65,13,7.13,4.15,39.5,1004
Phillip Howard,CB,Minnesota,5100.0,187.0,878.0,3038.0,7268.0,4.61,17,6.77,4.27,36.5,0909
Bishop McDonald,CB,Minnesota,5113.0,192.0,968.0,3058.0,7448.0,4.59,13,7.03,4.37,37.0,1003
Cazz Martin,RB,Minnesota Duluth,5051.0,182.0,918.0,2818.0,6848.0,4.68,19,7.52,4.58,31.0,0907
Hunter Toppel,IOL,Minnesota State,,,,,,,24,,,,
Ty'Shonan Brooks,CB,Minnesota State,,,,,,,,,,,1005
Jack Leius,S,Minnesota State,5112.0,201.0,918.0,3018.0,7318.0,4.68,17,6.94,4.29,33.0,1001
Sebastian Gutierrez,OT,Minot State,6047.0,308.0,1048.0,3278.0,7958.0,5.10,28,7.58,4.68,32.5,0904
Matt Corral,QB,Mississippi,6015.0,215.0,958.0,3068.0,7518.0,--,--,--,--,--,--
Snoop Conner,RB,Mississippi,5101.0,219.0,928.0,3028.0,7358.0,--,--,--,--,31.0,--
Jerrion Ealy,RB,Mississippi,5081.0,187.0,848.0,2918.0,7328.0,4.47,15,7.07,4.35,--,--
Dontario Drummond,WR,Mississippi,6007.0,217.0,938.0,3148.0,7638.0,4.74,--,7.00,4.41,35.0,--
Jahcour Pearson,WR,Mississippi,5073.0,178.0,828.0,2978.0,7038.0,4.42,13,7.19,3.94,37.0,1001
Braylon Sanders,WR,Mississippi,6001.0,196.0,1000.0,3148.0,7538.0,--,12,6.96,4.25,--,--
Ben Brown,IOL,Mississippi,6051.0,312.0,1028.0,3438.0,8200.0,--,--,--,--,--,--
